Name,Abbrev,Place,Id,Code,Department,Authors,Score 3 Yr,Score Overall
STIT Al-Washliyah Binjai,-,"KOTA BINJAI - SUMATERA UTARA, ID",3912,213362,3,1,1,105
STAI Bahriyatul Ulum Pandan,-,"KAB. TAPANULI TENGAH - SUMATERA UTARA, ID",3658,213075,2,1,1,2
Akademi Keperawatan POLRI,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1362,034210,1,4,1,1
Sekolah Tinggi Teologi Renatus Pematang Siantar,-,"KAB. SIMALUNGUN - SUMATERA UTARA, ID",4182,233192,8,1,1,11
Sekolah Tinggi Ilmu Tarbiyah Simeulue Aceh,STITSIMEULUEACEH,"KAB. SIMEULUE - ACEH, ID",8280,213560,1,4,1,1
Sekolah Tinggi Ilmu Ekonomi Mitra Indonesia,-,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1899,053013,2,3,1,3
UNIVERSITAS PGRI ADI BUANA KAMPUS BLITAR,UNIPAKAMPUSBLITAR,"KOTA BLITAR - JAWA TIMUR, ID",2165,073039,0,2,1,356
Sekolah Tinggi Ilmu Sosial Dan Politik Fajar Timur,-,"KAB. BELU - NUSA TENGGARA TIMUR, ID",2438,153012,2,1,1,2
Sekolah Tinggi Teologi Reformasi Wamena,-,"KAB. JAYAWIJAYA - P A P U A, ID",4230,233262,3,1,1,2
Sekolah Tinggi Ilmu Teknik Prabumulih,-,"KOTA PRABUMULIH - SUMATERA SELATAN, ID",912,023067,1,1,1,61
Sekolah Tinggi Ilmu Kesehatan Ceria Buana,-,"KAB. AGAM - SUMATERA BARAT, ID",2971,103064,3,1,1,240
Akademi Seni Rupa Dan Desain MSD,ASRDMSD,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1956,054041,1,2,1,2
"STAI Kharisma Cicurug, Sukabumi",-,"KAB. SUKABUMI - JAWA BARAT, ID",3755,213184,2,1,1,2
Sekolah Tinggi Ilmu Hukum dan HAM,-,"KAB. PARIGI MOUTONG - SULAWESI TENGAH, ID",2738,163043,0,2,1,3
Akademi Teknik Radiodiagnostik dan Radioterapi (ATRO),-,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",1974,054068,0,1,1,3
STI Ekonomi Syari`ah Baktiya Aceh Utara,-,"KAB. ACEH UTARA - ACEH, ID",4024,213509,1,3,1,2
Akademi Keperawatan Andalusia Jakarta,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1209,034226,1,3,1,116
Akademi Gizi Andalusia,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1210,034228,1,1,1,3
STAI Al-Qolam Gondanglegi Malang,-,"UNKNOWN - UNKNOWN, ID",3774,213205,0,1,1,1
Sekolah Tinggi Ilmu Ekonomi Widya Persada,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1215,033157,4,1,1,2
Akademi Kebidanan Banjarbaru,-,"KOTA BANJARBARU - KALIMANTAN SELATAN, ID",3281,114087,1,1,1,3
Akademi Fisioterapi Rumah Sakit Dustira,AKFISRSDUSTIRA,"KOTA CIMAHI - JAWA BARAT, ID",1749,044114,1,4,1,9
STIT Darussalam Lhokseumawe,-,"KOTA LHOKSEUMAWE - ACEH, ID",4055,213550,1,1,1,228
Politeknik Muara Teweh,-,"KAB. BARITO UTARA - KALIMANTAN TENGAH, ID",3300,115008,3,2,1,59
Akademi Manajemen Koperasi Tantular,-,"KOTA MADIUN - JAWA TIMUR, ID",2277,074014,1,2,1,4
Institut Agama Islam Cipasung (IAIC) Tasikmalaya,-,"KAB. TASIKMALAYA - JAWA BARAT, ID",3564,212004,8,1,1,2
STISIP Tasikmalaya,-,"KOTA TASIKMALAYA - JAWA BARAT, ID",1520,043110,2,8,1,2
Politeknik Pusmanu,-,"KAB. PEKALONGAN - JAWA TENGAH, ID",2034,065014,3,1,1,71
Akademi Kebidanan Agatha,-,"KOTA PEMATANGSIANTAR - SUMATERA UTARA, ID",755,014127,1,1,1,2
Institut Teknologi dan Kesehatan Tri Tunas Nasional,ITEKES,"KOTA MAKASSAR - SULAWESI SELATAN, ID",8244467,092010,3,12,1,1
STIT Maskumambang Gresik,-,"KAB. GRESIK - JAWA TIMUR, ID",3828,213261,1,1,1,10
Akademi Kebidanan Tri Dharma Bandung,-,"KAB. BANDUNG BARAT - JAWA BARAT, ID",1781,044170,1,1,1,2
Sekolah Tinggi Ilmu Ekonomi Fajar,STIEFA,"KOTA DEPOK - JAWA BARAT, ID",1531,043127,2,1,1,13
Akademi Kuliner Monas Pasifik,-,"KOTA SURABAYA - JAWA TIMUR, ID",2300,074057,0,1,1,1
Akademi Kebidanan Alifa Pringsewu Lampung,-,"KAB. PRINGSEWU - LAMPUNG, ID",1023,024117,1,2,1,107
Akademi Keperawatan Dharma Husada Cirebon,-,"KOTA CIREBON - JAWA BARAT, ID",1791,044185,1,1,1,2
Institut Agama Islam Almuslim Aceh,-,"KAB. BIREUEN - ACEH, ID",3842,212032,6,1,1,1
Akademi Kebidanan Sukawati Lawang,-,"KAB. MALANG - JAWA TIMUR, ID",2335,074116,1,1,1,4342
Akademi Kebidanan Yaspen Tugu Ibu,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1329,034170,1,1,1,16
Sekolah Tinggi Ilmu Ekonomi Bajiminasa Makassar,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2613,093043,1,1,1,1
STMIK Triguna Utama,-,"KAB. BOGOR - JAWA BARAT, ID",1594,043224,2,1,1,194
Akademi Tenaga Kesehatan Baubau,-,"- - -, ID",2881,094148,0,2,1,3
Disabled -- Akademi Fisioterapi Widya Husada,-,"KOTA SEMARANG - JAWA TENGAH, ID",323,064156,0,1,1,60
Akademi Kebidanan Muslimat Nahdlatul Ulama Kudus,AKBIDMUSLIMATNU,"KAB. KUDUS - JAWA TENGAH, ID",332,064144,1,2,1,22
STIE YA Bangko,STIEYABANGKO,"KAB. MERANGIN - JAMBI, ID",8244575,103153,2,1,1,9
Akademi Kebidanan Bhakti Pertiwi Pemalang,-,"KAB. PEMALANG - JAWA TENGAH, ID",114,064131,1,1,1,40
Sekolah Tinggi Ekonomi Manajemen Bisnis Islam Al-Aziziyah Randudongkal Pemalang,STEMBIAL-AZIZIYAH,"KAB. PEMALANG - JAWA TENGAH, ID",8244598,213682,1,1,1,1
Sekolah Tinggi Ilmu Ekonomi Dr Moechtar Talib,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1174,033099,0,1,1,1
Sekolah Tinggi Ilmu Ekonomi Triguna,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1178,033105,1,1,1,1
Balai Arkeologi D I Yogyakarta,BALAIARKEOLOGIDIYOGYAKARTA,"- - -, ID",4773,0,0,2,1,229
Sekolah Tinggi Manajemen Resiko Dan Asuransi,-,"- - -, ID",1229,0,0,1,1,3906
STAI Nurul Hakim Kediri Lombok Barat NTB,-,"UNKNOWN - UNKNOWN, ID",3799,213232,0,3,1,29
Sekolah Tinggi Ilmu Al-Qur'an Bima,STIQBIMA,"KOTA BIMA - NUSA TENGGARA BARAT, ID",8416,213521,1,2,1,16
Sekolah Tinggi Ilmu Syariah Haji Abdul Rasyid,STISHARSYI,"KAB. LOMBOK TENGAH - NUSA TENGGARA BARAT, ID",8419,213609,2,13,1,16
Akademi Seni Dan Desain Indonesia,ASDI,"- - -, ID",232,0,0,1,1,24
Akademi Kebidanan Arta Kabanjahe,-,"KAB. KARO - SUMATERA UTARA, ID",760,014138,0,1,1,9
Sekolah Tinggi Ilmu Administrasi Langgur,-,"KAB. MALUKU TENGGARA - MALUKU, ID",3323,123031,2,2,1,1
Akademi Kebidanan Hafsyah Medan,-,"KOTA MEDAN - SUMATERA UTARA, ID",768,014153,0,0,0,0
Akademi Farmasi Al-Ishlah Cilegon,-,"KOTA CILEGON - BANTEN, ID",1792,044186,1,0,0,0
Akademi Farmasi Propinsi Jambi,-,"- - JAMBI, ID",4352,344023,0,0,0,0
Akademi Kebidanan Sungailiat Bangka,-,"KAB. BANGKA - KEPULAUAN BANGKA BELITUNG, ID",1025,024119,1,0,0,0
Akademi Perbankan Yuki,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1281,034093,0,0,0,104
Akademi Radiognostik Dan Radioterapi Yapenpernus,-,"KOTA BEKASI - JAWA BARAT, ID",1793,044187,1,0,0,0
Akademi Kebidanan Kamanre Palopo,-,"KOTA PALOPO - SULAWESI SELATAN, ID",2817,094080,1,0,0,0
Akademi Kebidanan Merangin,-,"- - -, ID",3073,104071,0,0,0,0
STIA Amal Ilmiah Wamena,-,"- - -, ID",3329,123038,0,0,0,0
Akademi Keperawatan Pemkab Lahat,-,"KAB. LAHAT - SUMATERA SELATAN, ID",4353,344024,0,0,0,0
Akademi Kebidanan Budi Mulia Medan,-,"- - -, ID",770,0,0,0,0,0
Sekolah Tinggi Teologi Imanuel (SETITEL) Teluk Dalam Kabupaten Nias Selatan,-,"KAB. NIAS - SUMATERA UTARA, ID",4098,233042,2,0,0,0
Akademi Keperawatan Pemkab Musi Banyuasin,-,"KAB. MUSI BANYUASIN - SUMATERA SELATAN, ID",4354,344025,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Budhi Tangerang,-,"- - -, ID",4610,043083,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Amanat Akademisi Surakarta,STIEAAS,"UNKNOWN - UNKNOWN, ID",8244226,-,0,0,0,0
 Institut Teknologi dan Sains Nahdlatul Ulama Jambi,ITSNUJAMBI,"KOTA JAMBI - JAMBI, ID",8244482,102008,3,0,0,0
Akademi Kebidanan Bunga Bangsaku Bangka,-,"KOTA PANGKAL PINANG - KEPULAUAN BANGKA BELITUNG, ID",1027,024122,1,2,0,0
Akademi Bahasa Asing Santa Ursula,-,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",1283,034099,1,0,0,0
Akademi Farmasi Ranah Minang,-,"KOTA PADANG - SUMATERA BARAT, ID",3075,104074,1,0,0,0
Akademi Kebidanan Pemkab Muara Enim,-,"KAB. MUARA ENIM - SUMATERA SELATAN, ID",4355,344026,0,0,0,0
STMIK Budhi,-,"- - -, ID",4611,043102,0,0,0,0
Akademi Pariwisata Nusantara Jaya,-,"KOTA DEPOK - JAWA BARAT, ID",1284,034102,1,0,0,0
Akademi Kebidanan Pelita Ilmu Depok,-,"KOTA DEPOK - JAWA BARAT, ID",1796,044191,0,1,0,51
"STAI Ma`arif Metro, Kota Metro, Lampung",-,"UNKNOWN - UNKNOWN, ID",3588,213311,0,0,0,0
Sekolah Tinggi Teologi Injili Indonesia Batam,-,"KOTA BATAM - KEPULAUAN RIAU, ID",4100,233045,1,0,0,0
Akademi Kesehatan Lingkungan Pemprov Sumatera Selatan,-,"KOTA PALEMBANG - SUMATERA SELATAN, ID",4356,344027,0,0,0,0
Akademi Pariwisata Paramitha Jakarta,AKPARPARAMITHA,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1285,034103,1,0,0,0
Akademi Refraksi Optisi Surabaya,-,"KOTA SURABAYA - JAWA TIMUR, ID",2309,074081,1,0,0,0
Sekolah Tinggi Pertanian Labuha,-,"KAB. HALMAHERA SELATAN - MALUKU UTARA, ID",3333,123051,3,0,0,0
STAI Almuslim Bireun,-,"UNKNOWN - UNKNOWN, ID",3589,213277,0,0,0,0
Akademi Keperawatan Pemprov Bengkulu,-,"- - -, ID",4357,344028,0,0,0,0
STMIK Banten Jaya,-,"- - -, ID",4613,043112,0,0,0,0
Akademi Kesehatan Kartini Batam,AKKESKARTINIBATAM,"KOTA BATAM - KEPULAUAN RIAU, ID",8244485,104142,1,0,0,0
STAI Bakti Negara brebes,-,"UNKNOWN - UNKNOWN, ID",262,0,0,0,0,0
STAI Sepakat Segenep Kutacane Aceh Tenggara,-,"KAB. ACEH TENGGARA - ACEH, ID",3846,213282,3,0,0,0
Akademi Kebidanan Pemprov Bengkulu,-,"- - -, ID",4358,344029,0,0,0,0
STAI Ki Ageng Pekalongan,-,"KAB. PEKALONGAN - JAWA TENGAH, ID",263,213040,2,0,0,0
Universitas 19 November Kolaka,-,"KAB. KOLAKA - SULAWESI TENGGARA, ID",519,091038,0,0,0,0
Akademi Refraksi Optisi Polycore Indonesia,-,"- - -, ID",1799,044194,0,0,0,0
Akademi Keperawatan Jayakarta Prov Dki Jakarta,-,"- - DKI JAKARTA, ID",4359,344030,0,0,0,0
Sekolah Tinggi Teknologi Banten Jaya,-,"- - -, ID",4615,043204,0,0,0,0
Akademi Kebidanan Matorkis,-,"KOTA PADANGSIDIMPUAN - SUMATERA UTARA, ID",776,014167,1,4,0,1
Akademi Keperawatan Sapta Karya,-,"- - -, ID",1032,024127,0,0,0,0
Akademi Pariwisata Jakarta International Hotel,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1288,034106,0,0,0,0
STMIK Kharisma Karawang,-,"KAB. KARAWANG - JAWA BARAT, ID",1544,043145,0,0,0,0
Akademi Kebidanan Muhammadiyah Cirebon,-,"- - -, ID",1800,044195,0,0,0,0
STAI Qomaruddin Gresik,-,"UNKNOWN - UNKNOWN, ID",3592,213234,0,0,0,0
Akademi Keperawatan Pemkab Sumedang,-,"KAB. SUMEDANG - JAWA BARAT, ID",4360,344031,1,0,0,0
Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Nahdlatul Ulama Indramayu,STIDKINUINDRAMAYU,"KAB. INDRAMAYU - JAWA BARAT, ID",8244488,213645,4,0,0,0
Akademi Keuangan Dan Perbankan ICM Cantrika Mitra,-,"KOTA MEDAN - SUMATERA UTARA, ID",777,014168,1,0,0,0
Akademi Kebidanan Sapta Karya,-,"- - -, ID",1033,024128,0,0,0,0
Akademi Pariwisata Patria Indonesia,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1289,034109,1,0,0,0
STISIP Syamsul Ulun,-,"- - -, ID",1545,0,0,0,0,0
Universitas Kristen Cipta Wacana,-,"KOTA MALANG - JAWA TIMUR, ID",2057,071029,6,0,0,0
Akademi Kebidanan Mitra Sehat Sidoarjo,-,"KAB. SIDOARJO - JAWA TIMUR, ID",2313,074089,1,2,0,171
Sekolah Tinggi Ilmu Kehutanan Teungku Chik Pante Kulu,STIKTEUNGKUCHIKPANTEKULU,"KOTA BANDA ACEH - ACEH, ID",3849,213285,2,0,0,0
Akademi Keperawatan Pemkab Indramayu,-,"- - JAWA BARAT, ID",4361,344032,0,0,0,0
Akademi Kebidanan Takasima Kabanjahe,-,"KAB. KARO - SUMATERA UTARA, ID",778,014171,0,0,0,0
Akademi Kebidanan Nadira,-,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",1034,024129,1,0,0,0
Akademi Kebidanan Citama Raya Depok,-,"KOTA DEPOK - JAWA BARAT, ID",1802,044197,1,0,0,0
Akademi Analis Kimia Yapika Makassar,-,"- - -, ID",2570,094043,0,0,0,0
Akademi Keperawatan Pemkab Garut,-,"KAB. GARUT - JAWA BARAT, ID",4362,344033,1,0,0,0
STIKES Muhammadiyah Tasikmalaya,-,"- - -, ID",4618,043222,0,0,0,0
STAI Grobogan Jawa Tengah,-,"KAB. GROBOGAN - JAWA TENGAH, ID",267,213039,3,0,0,0
Akademi Kebidanan Mitra Syuhada Padangsidimpuan,-,"KOTA PADANGSIDIMPUAN - SUMATERA UTARA, ID",779,014172,0,0,0,0
Akademi Kebidanan Bhakti Mitra Husada,-,"KOTA TANGERANG - BANTEN, ID",1803,044198,1,0,0,0
Akademi Kebidanan Delima Persada Gresik,-,"KAB. GRESIK - JAWA TIMUR, ID",2315,074093,0,0,0,0
Institut Sains Al-Qur an Syekh Ibrahim Pasir Pangaraian Rokan Hulu,-,"- - -, ID",3595,0,0,1,0,2
STAI Jami`atut Tarbiyah Lhoksukon Aceh Utara,STAIJAMITAR,"KAB. ACEH UTARA - ACEH, ID",3851,213287,3,0,0,0
Sekolah Tinggi Teologi Bethel Samarinda,-,"KOTA SAMARINDA - KALIMANTAN TIMUR, ID",4107,233055,4,0,0,0
Disable -- Akademi Keperawatan Pemkab Subang,-,"KAB. SUBANG - JAWA BARAT, ID",4363,344034,1,0,0,0
--Disable-- Universitas Muhammadiyah Palangkaraya,UNIVERSITASMUHAMMADIYAHPALANGKARAYA,"KOTA PALANGKARAYA - KALIMANTAN TENGAH, ID",8459,00101012,0,0,0,0
Xxx,XXX,"KOTA PEKANBARU - RIAU, ID",8244491,Xx,0,0,0,0
Akademi Keperawatan Pangkalpinang,AKPERPANGKALPINANG,"KOTA PANGKAL PINANG - KEPULAUAN BANGKA BELITUNG, ID",1036,024132,0,0,0,0
Akademi Akuntansi Bentara Indonesia,-,"- - -, ID",1292,034117,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Adhy Niaga,-,"- - -, ID",1548,043154,0,0,0,0
Akademi Kebidanan Suka Wangi Bekasi,-,"KOTA BEKASI - JAWA BARAT, ID",1804,044199,1,0,0,0
Akademi Kebidanan Bina Husada Jember,-,"KAB. JEMBER - JAWA TIMUR, ID",2316,074094,0,0,0,0
AKTEK Radiodiagnostik & Radioterapi Muhammadiyah,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2828,094095,0,3,0,24
Akademi Kebidanan Prima Jambi,-,"KOTA JAMBI - JAMBI, ID",3084,104085,1,0,0,0
Akademi Keperawatan Pemkab Cianjur,-,"KAB. CIANJUR - JAWA BARAT, ID",4364,344035,0,0,0,0
Sekolah Tinggi Teologi Immanuel Sintang,-,"UNKNOWN - UNKNOWN, ID",8244236,233221,1,0,0,0
Lembaga Layanan Pendidikan Tinggi Wilayah XVI,LLDIKTI16(GOSULUTTENG),"KOTA GORONTALO - GORONTALO, ID",8244492,0000916,0,0,0,0
Akademi Kebidanan Darmais Padangsidimpuan,-,"KOTA PADANGSIDIMPUAN - SUMATERA UTARA, ID",781,014174,0,0,0,0
Akademi Kebidanan Syahida Komunika,-,"KOTA TASIKMALAYA - JAWA BARAT, ID",1805,044200,0,0,0,0
Akademi Keperawatan Pemda Sengkang,-,"- - -, ID",2829,0,0,0,0,0
Akademi Analis Kesehatan Pekanbaru,-,"- - KEPULAUAN RIAU, ID",3085,104088,0,0,0,256
Sekolah Tinggi Teologi Injili Indonesia Ambon,-,"KAB. MALUKU TENGAH - MALUKU, ID",4109,233063,2,0,0,0
Akademi Kebidanan Pemkab Kendal,-,"- - JAWA TENGAH, ID",4365,344039,0,0,0,0
Sekolah Tinggi Bahasa Asing Buddhi,-,"- - -, ID",4621,043274,0,0,0,0
Politeknik Indonesia,POLINDO,"KOTA MAKASSAR - SULAWESI SELATAN, ID",8244493,095014,3,0,0,0
SEKOLAH TINGGI ATMA BHAKTI,-,"- - -, ID",270,0,0,0,0,0
Akademi Telekomunikasi Indonesia Gemilang,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1294,034119,1,0,0,0
Akademi Kesehatan Lingkungan Mandala Waluya,-,"KOTA KENDARI - SULAWESI TENGGARA, ID",2830,094097,0,0,0,0
Akademi Keperawatan YPTK Solok,-,"KOTA SOLOK - SUMATERA BARAT, ID",3086,104089,1,0,0,154
"STAI Madrasah `Arabiyah (STAIMA) Bayang, Pesisir Selatan, Sumatera Barat",-,"KAB. PESISIR SELATAN - SUMATERA BARAT, ID",3854,213290,2,0,0,0
Akademi Keperawatan Pemkab Ponorogo,-,"KAB. PONOROGO - JAWA TIMUR, ID",4366,344040,0,0,0,0
Akademi Kebidanan Agung Husada,-,"KAB. OGAN KOMERING ILIR - SUMATERA SELATAN, ID",1039,024136,1,0,0,0
Disable -- Sekolah Tinggi Bahasa Asing Sebelas April Sumedang,-,"KAB. SUMEDANG - JAWA BARAT, ID",1551,043165,0,0,0,0
Akademi Kebidanan Wijaya Husada Bogor,-,"- - -, ID",1807,044202,0,0,0,0
AKPER Putra Pertiwi Watansoppeng,-,"KAB. SOPPENG - SULAWESI SELATAN, ID",2831,094098,1,0,0,0
STKIP Ita Wotu Nusa,-,"KAB. SERAM BAGIAN TIMUR - MALUKU, ID",3343,123068,3,3,0,1
"STAI Pengembangan Ilmu Al-Qur`an (STAIPIQ), Kota Padang, Sumatera Barat",-,"KOTA PADANG - SUMATERA BARAT, ID",3855,213291,2,0,0,0
Akademi Keperawatan Pemkab Trenggalek,-,"KAB. TRENGGALEK - JAWA TIMUR, ID",4367,344041,0,0,0,0
Akademi Manajemen Kesatuan Bogor,-,"- - -, ID",4623,044028,0,0,0,0
Sekolah Tinggi Teologi Salatiga,STTS,"KOTA SALATIGA - JAWA TENGAH, ID",8244239,233084,2,0,0,0
AKAFARMA Putra Indonesia Lampung,-,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",1040,024137,0,0,0,51
Akademi Maritim Pembangunan Jakarta,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1296,034121,3,0,0,0
Akademi Pariwisata Nusantara Tangerang,-,"KAB. TANGERANG - BANTEN, ID",1808,044203,1,0,0,0
STAI Al-Aziziyah Samalanga Bireun NAD,-,"KAB. BIREUEN - ACEH, ID",3600,213001,0,0,0,0
Sekolah Tinggi Teologi Erikson Tritt,-,"KAB. MANOKWARI - PAPUA BARAT, ID",4112,233071,4,0,0,0
Akademi Keperawatan Pemkab Lumajang,-,"- - -, ID",4368,344042,0,0,0,0
Akademi Kebidanan Bunda Auni Bogor,-,"KAB. BOGOR - JAWA BARAT, ID",1809,044204,1,0,0,0
Institut Kesenian Makassar,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2577,092003,0,0,0,0
"STAI Umar Bin Khattab di Ujunggading, Pasaman Barat, Sumatera Barat",-,"KAB. PASAMAN BARAT - SUMATERA BARAT, ID",3857,213293,1,0,0,0
Sekolah Tinggi Agama Kristen Merauke,-,"KAB. MERAUKE - P A P U A, ID",4113,233072,2,0,0,0
Akademi Keperawatan Pemkab Lamongan,-,"KAB. LAMONGAN - JAWA TIMUR, ID",4369,344043,1,0,0,0
Akademi Sekretari & Manajemen Industri Budhi,-,"- - -, ID",4625,044038,0,0,0,0
Sekolah Tinggi Teologi Widya Agape,QUAERENS,"KAB. NUNUKAN - KALIMANTAN UTARA, ID",8244241,233173,1,0,0,0
Akademi Kebidanan Eunice Rajawali Binjai,-,"KOTA BINJAI - SUMATERA UTARA, ID",786,014181,0,0,0,0
Akademi Bahasa Asing Prawira Marta Jakarta,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1298,034125,0,0,0,0
Akademi Keperawatan PPNI Kendari,-,"KOTA KENDARI - SULAWESI TENGGARA, ID",2834,094101,0,0,0,0
STIT Muhammadiyah Aceh Barat Daya,-,"KAB. ACEH BARAT DAYA - ACEH, ID",3602,213005,2,0,0,0
"STAI Balaiselasa YPPTI Pesisir Selatan, Sumatera Barat",-,"KAB. PESISIR SELATAN - SUMATERA BARAT, ID",3858,213294,3,0,0,0
Akademi Keperawatan Pemkab Gresik,-,"KAB. GRESIK - JAWA TIMUR, ID",4370,344044,1,0,0,0
Sekolah Tinggi Ilmu Maritim Indonesia Ternate,STIMITERNATE,"KOTA TERNATE - MALUKU UTARA, ID",8244498,123070,1,0,0,0
Sekolah Tinggi Ilmu Al-Qur`an Isy Karima Karanganyar,STIQISYKARIMA,"- - -, ID",275,0,0,0,0,0
Akademi Kebidanan As-Syifa Kisaran,-,"KAB. ASAHAN - SUMATERA UTARA, ID",787,014183,0,0,0,0
Akademi Pariwisata Matoa,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1299,034128,0,0,0,0
Akademi Kebidanan Prima Indonesia,-,"KOTA BEKASI - JAWA BARAT, ID",1811,044206,0,0,0,0
Akademi Keperawatan Justitia,-,"KOTA PALU - SULAWESI TENGAH, ID",2835,164016,1,0,0,0
Akademi Kebidanan Aru,-,"KAB. KEPULAUAN ARU - MALUKU, ID",3347,124016,1,0,0,0
"STAI Yayasan Kebangkitan Islam (YKI) Sumatera Barat, Padang",-,"KOTA PADANG - SUMATERA BARAT, ID",3859,213295,1,0,0,0
Sekolah Tinggi Teologi Bandung,-,"KOTA BANDUNG - JAWA BARAT, ID",4115,233077,5,0,0,0
Akademi Keperawatan Pemkab Pamekasan,-,"KAB. PAMEKASAN - JAWA TIMUR, ID",4371,344045,0,0,0,0
Badan Perencanaan Pembangunan Daerah Kabupaten Landak,BAPPEDALANDAK,"KAB. LANDAK - KALIMANTAN BARAT, ID",8244499,96314110,0,0,0,0
Akademi Kebidanan Harapan Keluarga,-,"KOTA GUNUNGSITOLI - SUMATERA UTARA, ID",788,014184,1,0,0,0
Politeknik Manufaktur Timah,-,"- - -, ID",1044,025001,0,0,0,0
Akademi Keperawatan Al-Ikhlas Cisarua,-,"KAB. BOGOR - JAWA BARAT, ID",1812,044207,1,0,0,0
Akademi Farmasi Medika Nusantara,-,"KOTA PALU - SULAWESI TENGAH, ID",2836,164017,1,0,0,0
Akademi Kebidanan Bunda Serumpun,-,"- - -, ID",3092,104100,0,0,0,0
Akademi Kebidanan Gatra Buana Gurabati Tidore,-,"KOTA TIDORE KEPULAUAN - MALUKU UTARA, ID",3348,124018,1,0,0,0
STAI Istiqlal Buleleng Bali,-,"KAB. BULELENG - BALI, ID",3604,213007,0,0,0,0
Akademi Keperawatan Pemkot Pasuruan,-,"KOTA PASURUAN - JAWA TIMUR, ID",4372,344046,0,0,0,0
Asosiasi Ahli Administrasi Indonesia,A3I,"KOTA BANDUNG - JAWA BARAT, ID",8244500,96314111,0,0,0,0
Akademi Kebidanan Sari Husada,-,"KAB. DELI SERDANG - SUMATERA UTARA, ID",789,014186,1,0,0,0
Akademi Pariwisata Gsp Internasional,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",1301,034130,1,0,0,0
Akademi Kebidanan Nusantara Jaya,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2837,094104,1,0,0,0
STES Islamic Village Tangerang,-,"KAB. TANGERANG - BANTEN, ID",3605,213008,2,0,0,0
AMIK Muhammadiyah Serang,-,"- - -, ID",4629,044053,0,0,0,0
Politeknik Negeri Media Kreatif Makassar,POLIMEDIAMAKASSAR(KAMPUSMAKASSAR),"KOTA MAKASSAR - SULAWESI SELATAN, ID",8244245,0100112,0,4,0,0
Sekolah Tinggi Seni Indonesia Bandung,-,"- - -, ID",534,003004,0,0,0,0
Akademi Akuntansi Profesional Indonesia,-,"- - -, ID",790,014187,0,0,0,0
Akademi Manajemen Informatika Dan Komputer Yapri,-,"- - -, ID",1302,034131,0,0,0,0
Akademi Farmasi Muhammadiyah Cirebon,-,"- - -, ID",1814,044210,0,0,0,0
Akademi Kebidanan Tuti Rahayu,-,"KAB. ROKAN HILIR - KEPULAUAN RIAU, ID",3094,104102,1,0,0,0
Sekolah Tinggi Teologi Marturia Tanjung Balai,-,"KOTA TANJUNG BALAI - SUMATERA UTARA, ID",4118,233082,4,1,0,1
Akademi Kebidanan Pemkab Bojonegoro,-,"KAB. BOJONEGORO - JAWA TIMUR, ID",4374,344048,0,0,0,0
Akademi Bahasa Asing Budhi Tangerang,-,"- - -, ID",4630,044066,0,0,0,0
Akademi Keperawatan Arta Kaban Jahe,-,"KAB. KARO - SUMATERA UTARA, ID",791,014188,0,0,0,0
Politeknik YPPB Belitang,-,"KAB. OGAN KOMERING ULU TIMUR - SUMATERA SELATAN, ID",1047,025006,3,0,0,0
Akademi Pariwisata Saint Mary,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",1303,034134,2,1,0,0
Akademi Kebidanan Bakti Indonesia Bogor,-,"KAB. BOGOR - JAWA BARAT, ID",1815,044211,1,0,0,0
