Affiliations,Level,Department,Authors,Code ,Score 3 Yr,Score Overall
Universitas Teknologi Indonesia,S1,Manajemen,2,61201,3,3
Universitas Teknologi Indonesia,S1,Ilmu Hukum,0,74201,0,0
Universitas Teknologi Indonesia,S1,Ilmu Administrasi Negara,0,63201,0,0
Universitas Teknologi Indonesia,S1,Ekonomi Pembangunan,1,60201,0,0
Universitas Teknologi Indonesia,S1,Desain Produk,0,90231,0,0
Universitas Teknologi Indonesia,S1,Ilmu Komunikasi,1,70201,0,0
Universitas Teknologi Indonesia,S1,Teknologi Hasil Pertanian,0,41231,0,0
Universitas Teknologi Indonesia,S1,Sastra Inggris,0,79202,0,0
Universitas Teknologi Indonesia,S1,Teknik Sipil,1,22201,0,0
Universitas Teknologi Indonesia,S1,Teknik Informatika,0,55201,0,0
Sekolah Tinggi Desain LaSalle,S1,Desain Interior,5,90221,0,0
Sekolah Tinggi Desain LaSalle,D4,Fashion Desain,3,90331,0,0
Sekolah Tinggi Desain LaSalle,D4,Fashion Merchandising,2,90342,0,0
Sekolah Tinggi Teologi Adhi Wacana Surabaya,S1,Teologi (Akademik),1,77201,2,2
Akademi Maritim Maluku,D3,Teknika,2,92402,32,99
Akademi Maritim Maluku,D3,Ketatalaksanaan Pelayaran Niaga Dan Kepel,1,92401,0,0
Akademi Maritim Maluku,D3,Nautika,0,92403,0,0
Akademi Keperawatan Bhakti Husada Cikarang,D3,Keperawatan,9,14401,20,20
Institut Teknologi Sapta Mandiri,S1,Sistem Informasi,3,57201,1,1
Institut Teknologi Sapta Mandiri,S1,Ilmu Komputer,1,55201,1,1
Institut Teknologi Sapta Mandiri,S1,Teknologi Informasi,1,59201,0,0
Akademi Kebidanan Budi Mulia Prabumulih,D3,Kebidanan,4,15401,27,27
Akademi Keperawatan RSP TNI-AU Jakarta,D3,Keperawatan,7,14401,5,38
Akademi Manajemen Komputer dan Informatika Ketapang,D3,Manajemen Informatika,2,57401,1,1
AMIK PGRI KEBUMEN,D3,Manajemen Informatika,3,57401,3,3
Politeknik Baja Tegal,D3,Teknik Otomotif,3,21403,3,44
Politeknik Baja Tegal,D3,Teknik Informatika,6,55401,3,3
Politeknik Baja Tegal,D3,Teknik Mesin,4,21401,1,1
Politeknik Baja Tegal,D3,Teknik Elektronika Industri,1,20401,0,0
STAINU Kotabumi Lampung Utara,S1,Pendidikan Bahasa Arab,8,88204,13,273
STAINU Kotabumi Lampung Utara,S1,Pendidikan Guru Madrasah Ibtidaiyah,5,86232,5,45
STAINU Kotabumi Lampung Utara,S1,Ahwal Al-Syakhshiyyah,2,74230,1,1
AKPER RS Marthen Indey,D3,Keperawatan,13,14401,12,12
STAI Nusantara Kota Banda Aceh,S1,Pendidikan Agama Islam,7,86208,6,6
Akademi Kebidanan Bunga Husada,D3,Kebidanan,1,15401,1,1
STIT Al-Hikmah Tebing Tinggi Sumatera Utara,S1,Pendidikan Agama Islam,2,86208,2,2
STIT Al-Hikmah Tebing Tinggi Sumatera Utara,S1,Pendidikan Guru Madrasah Ibtidaiyah,1,86207,0,0
STIT Al-Hikmah Tebing Tinggi Sumatera Utara,S1,Pendidikan Islam Anak Usia Dini,0,86233,0,0
STIT Al-Hikmah Tebing Tinggi Sumatera Utara,S1,Tadris Matematika,1,84202,0,0
STAI H.M. Lukman Edy Pekanbaru,S1,Perbankan Syariah,3,61206,3,3
STAI H.M. Lukman Edy Pekanbaru,S1,Hukum Keluarga (Ahwal Asya Syaksiyah),2,74230,2,2
STAI H.M. Lukman Edy Pekanbaru,S1,Pendidikan Guru Madrasah Ibtidaiyah,0,86232,0,0
Sekolah Tinggi Ilmu Syariah (STIS) Ummul Ayman Pidie Jaya,S1,Hukum Ekonomi Syari'ah (Muamalah),10,74234,11,11
Sekolah Tinggi Ilmu Syariah (STIS) Ummul Ayman Pidie Jaya,S1,Hukum Keluarga Islam (Ahwal Syakhshiyyah),6,74230,7,7
Sekolah Tinggi Ilmu Kesehatan Masyarakat Abdi Nusa,D3,Manajemen Pelayanan Rumah Sakit,0,13461,0,0
Sekolah Tinggi Ilmu Kesehatan Masyarakat Abdi Nusa,S1,Kesehatan Masyarakat,0,13201,0,0
STIPAS Tahasak Danum Pambelum Keuskupan Palangkaraya,S1,Pendidikan dan Pengajaran Agama Katolik,7,86208,28,108
Institut Sains Dan Teknologi Pembangunan Indonesia,S1,Teknik Sipil,6,22201,4,4
Institut Sains Dan Teknologi Pembangunan Indonesia,S1,Teknik Elektro,1,20201,1,1
Sekolah Tinggi Ilmu Ekonomi Nusantara Sangatta,S1,Manajemen,13,61201,7,7
Sekolah Tinggi Ilmu Ekonomi Nusantara Sangatta,S1,Akuntansi,5,62201,5,5
Sekolah Tinggi Ilmu Ekonomi Widya Praja Tanah Grogot,S1,Manajemen,3,61201,0,0
Akademi Kebidanan Borneo Medistra Balikpapan,D3,Kebidanan,4,15401,24,64
Politeknik Multimedia Nusantara,D4,Logistik Niaga-El,1,40306,32,70
Politeknik Multimedia Nusantara,D4,Animasi,0,90345,0,0
Politeknik Multimedia Nusantara,D4,Pengelolaan Konvensi dan Acara,0,93306,0,0
Akademi Komunitas Industri Pertambangan Bukit Asam,D1,Teknik Pengolahan Hasil Tambang Mineral dan Batu B,4,31602,30,125
Akademi Komunitas Industri Pertambangan Bukit Asam,D1,Teknik Perawatan Alat Tambang,0,36602,0,0
Akademi Komunitas Industri Pertambangan Bukit Asam,D1,Teknik Pengoperasian Alat Tambang,1,21603,0,0
Sekolah Tinggi Agama Kristen Diaspora Wamena,S1,Pendidikan Agama Kristen,6,86208,24,44
Akademi Sekretari Dan Manajemen Ariyanti,D3,Manajemen Administrasi,12,61401,17,17
Akademi Sekretari Dan Manajemen Ariyanti,D3,Sekretari,5,63412,7,7
Sekolah Tinggi Ilmu Ushuluddin Darussalam,S1,Ilmu Al-Qur`an dan Tafsir,7,76231,5,5
Sekolah Tinggi Ilmu Ushuluddin Darussalam,S1,Ilmu Hadis,6,76235,3,3
Sekolah Tinggi Ilmu Ekonomi Yadika Bangil,S1,Manajemen,7,61201,15,15
Sekolah Tinggi Ilmu Ekonomi Yadika Bangil,S1,Akuntansi,7,62201,5,5
Institut Teknologi Pembangunan Surabaya,S1,Teknik Industri,0,26201,0,0
Institut Teknologi Pembangunan Surabaya,S1,Teknik Lingkungan,1,25201,0,0
Institut Teknologi Pembangunan Surabaya,S1,Teknik Kimia,0,24201,0,0
Institut Teknologi Pembangunan Surabaya,S1,Teknik Sipil,1,22201,0,0
Institut Teknologi Pembangunan Surabaya,S1,Teknik Mesin,0,21201,0,0
Institut Teknologi Pembangunan Surabaya,S1,Teknik Elektro,0,20201,0,0
STIKES Panca Atma Jaya,S1,Ilmu Keperawatan,8,14201,2,2
STIKES Panca Atma Jaya,D3,Gizi,0,13411,0,0
Sekolah Tinggi Agama Islam Al-Amin Dompu,S1,Pendidikan Agama Islam,4,86208,6,6
Sekolah Tinggi Agama Islam Al-Amin Dompu,S1,Komunikasi dan Penyiaran Islam,3,70233,3,3
Sekolah Tinggi Agama Islam Al-Amin Dompu,S1,Pendidikan Bahasa Arab,3,88204,1,1
Sekolah Tinggi Agama Islam Al-Amin Dompu,S1,Manajemen Pendidikan Islam,5,86274,0,0
Sekolah Tinggi Teologi Paulus Medan,S1,Teologi (Akademik),1,77201,20,20
Sekolah Tinggi Teologi Paulus Medan,S2,Teologi (Akademik),2,77101,1,1
Sekolah Tinggi Teologi Paulus Medan,S3,Teologi (Akademik),1,77001,0,0
Sekolah Tinggi Teologi Paulus Medan,S1,Pendidikan Agama Kristen,0,86208,0,0
Sekolah Tinggi Teologi Paulus Medan,S2,Pendidikan Agama Kristen,1,86108,0,0
Sekolah Tinggi Teknologi Indonesia Tanjung Pinang,S1,Teknik Informatika,7,55201,3,3
Sekolah Tinggi Teknologi Indonesia Tanjung Pinang,S1,Sistem Informasi,3,57201,2,2
Sekolah Tinggi Ilmu Komputer Poltek Cirebon,S1,Teknik Informatika,5,55201,5,5
Sekolah Tinggi Ilmu Komputer Poltek Cirebon,S1,Sistem Informasi,2,57201,2,2
Sekolah Tinggi Ilmu Komputer Poltek Cirebon,D3,Komputerisasi Akuntansi,4,57402,2,2
Sekolah Tinggi Ilmu Komputer Poltek Cirebon,D3,Manajemen Informatika,1,57401,0,0
Akademi Teknik Indonesia Cut Meutia,D3,Manajemen Industri,3,26402,5,5
Akademi Teknik Indonesia Cut Meutia,D3,Teknik Kimia,2,24401,0,0
Sekolah Tinggi Ilmu Hukum Sultan Adam,S1,Ilmu Hukum,9,74201,10,10
Sekolah Tinggi Ilmu Hukum Sultan Adam,S2,Ilmu Hukum,4,74101,3,3
Sekolah Tinggi Ilmu Kesehatan Sehati,S1,Administrasi Rumah Sakit,0,13261,0,0
Sekolah Tinggi Ilmu Kesehatan Sehati,D3,Kebidanan,0,15401,0,0
Sekolah Tinggi Sosial Politik Waskita Darma,S2,Administrasi Publik,6,63101,8,8
Sekolah Tinggi Sosial Politik Waskita Darma,S1,Ilmu Administrasi Negara,7,63201,4,4
Sekolah Tinggi Sosial Politik Waskita Darma,S1,Bisnis Digital,0,61209,0,0
STIKES Muhammadiyah Tegal,S1,Farmasi,3,48201,30,63
Sekolah Tinggi Ilmu Kesehatan Garuda Putih,D3,Keperawatan,9,14401,12,12
Sekolah Tinggi Ilmu Kesehatan Garuda Putih,S1,Administrasi Rumah Sakit,2,13261,2,2
Sekolah Tinggi Ilmu Bahasa Asing ITMI Medan,S1,Sastra Inggris,2,79202,11,11
Sekolah Tinggi Ilmu Ekonomi Satu Nusa,S1,Manajemen,3,61201,15,75
Sekolah Tinggi Ilmu Ekonomi Satu Nusa,D3,Manajemen Pemasaran,0,61404,0,0
Sekolah Tinggi Ilmu Ekonomi Satu Nusa,D3,Akuntansi,0,62401,0,0
Sekolah Tinggi Ilmu Ekonomi Satu Nusa,S1,Akuntansi,2,62201,0,0
STIKAS Santo Yohanes Salib,S1,Teologi,1,77201,2,2
Politeknik Trisila Dharma,D3,Sistem Informasi Visual,1,90441,1,1
Politeknik Trisila Dharma,D3,Akuntansi,2,62401,1,1
Politeknik Trisila Dharma,D3,Teknik Elektronika,1,20401,0,0
Akademi Peternakan Brahma Putra,D3,Budi Daya Ternak,4,54433,8,8
STAI PTDII Jakarta,S1,Komunikasi dan Penyiaran Islam,2,70233,1,1
STAI PTDII Jakarta,S1,Pendidikan Agama Islam,1,86208,0,0
STAI PTDII Jakarta,S1,Hukum Ekonomi Syari`ah (Mu`amalah),0,74234,0,0
Universitas Nusa Lontar Rote,S1,Ilmu Hukum,6,74201,4,4
Universitas Nusa Lontar Rote,S1,Teknik Sipil,7,22201,3,3
Universitas Nusa Lontar Rote,S1,Pendidikan Sejarah,7,87201,2,2
Universitas Nusa Lontar Rote,S1,Biologi,6,46201,1,1
Universitas Nusa Lontar Rote,S1,Pendidikan Bahasa Inggris,6,88203,1,1
Universitas Nusa Lontar Rote,S1,Manajemen,5,61201,1,1
Universitas Nusa Lontar Rote,S1,Agroteknologi,6,54211,1,1
Universitas Nusa Lontar Rote,S1,Geografi,6,51201,0,0
Universitas Nusa Lontar Rote,S1,Teknik Mesin,3,21201,0,0
Universitas Nusa Lontar Rote,S1,Budidaya Perairan,6,54243,0,0
STAI Tuanku Tambusai,S1,Pendidikan Agama Islam,1,86208,0,0
STAI Tuanku Tambusai,S1,Hukum Keluarga (Akhwal Syahsiyyah),2,74230,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Hukum Tatanegara Islam (Siyasah Syariyyah),0,74235,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Bahasa dan Sastra Arab,0,79203,0,0
IAIN Sultan Thaha Saifuddin Jambi,S2,Aqidah dan Filsafat Islam,0,76137,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Hukum Ekonomi Syariah (Muamalah),0,74234,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Hukum Keluarga (Akhwal Syaksiyah),0,74230,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Perbandingan Madzhab,0,74233,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Tadris Fisika,0,84203,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Pendidikan Agama Islam,0,86208,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Ilmu Perpustakaan,0,71201,0,0
IAIN Sultan Thaha Saifuddin Jambi,S2,Ilmu Syariah,0,74101,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Tadris Bahasa Inggris,0,88203,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Pendidikan Islam Anak Usia Dini,0,86207,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Pendidikan Matematika,0,84202,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Hukum Pidana Islam (Jinayah),0,74231,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Ilmu Pemerintahan,0,65201,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Manajemen Pendidikan Islam,0,86231,0,0
IAIN Sultan Thaha Saifuddin Jambi,S2,Manajemen Pendidikan Islam,0,86131,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Sastra Inggris,0,79202,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Aqidah dan Filsafat Islam,0,76232,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Pendidikan Bahasa Arab,0,88204,0,0
IAIN Sultan Thaha Saifuddin Jambi,S3,Manajemen Pendidikan Islam,0,86031,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Tadris Biologi,0,84205,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Ilmu al-Quran dan Tafsir,0,76231,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,DMS Pendidikan Guru Madrasah Ibtidaiyah,0,86235,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Pendidikan Guru Madrasah Ibtidaiyah,0,86232,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Ekonomi Syariah (Manajemen Syariah),0,60202,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,DMS Pendidikan Agama islam,0,86216,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Bimbingan dan Konseling Islam,0,70232,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Komunikasi dan Penyiaran Islam,0,70233,0,0
IAIN Sultan Thaha Saifuddin Jambi,D3,Perbankan Syariah,0,61406,0,0
IAIN Sultan Thaha Saifuddin Jambi,S2,Ekonomi Syariah,0,60102,0,0
IAIN Sultan Thaha Saifuddin Jambi,S1,Sejarah dan Kebudayaan Islam,0,80230,0,0
Sekolah Tinggi Ekonomi dan Bisnis Islam Syaikhona Kholil Sidogiri Pasuruan,S1,Ekonomi Syariah,10,60202,10,10
STAI Nurul Hidayah,S1,Pendidikan Agama Islam,1,86208,21,21
STIKES Sakinah Husada Tanjung Balai,D3,Kebidanan,3,15401,6,6
STIKES Sakinah Husada Tanjung Balai,S1,Kesehatan Masyarakat,0,13201,0,0
Sekolah Tinggi Ilmu Ekonomi Wibawa Karta Raharja,S1,Manajemen,8,61201,4,4
Sekolah Tinggi Ilmu Ekonomi Wibawa Karta Raharja,S1,Akuntansi,5,62201,3,3
Sekolah Tinggi Ilmu Ekonomi Tenggarong,S1,Manajemen,4,61201,3,23
Universitas Siber Muhammadiyah,S1,PJJ Akuntansi,1,62203,0,0
Universitas Siber Muhammadiyah,S1,PJJ Sistem Informasi,2,57203,0,0
Universitas Siber Muhammadiyah,S1,PJJ Administrasi Kesehatan,0,13264,0,0
Universitas Siber Muhammadiyah,S1,PJJ Informatika,0,55203,0,0
Universitas Siber Muhammadiyah,S1,PJJ Manajemen,0,61207,0,0
Universitas Siber Muhammadiyah,S1,PJJ Hukum,1,74205,0,0
SEKOLAH TINGGI AGAMA ISLAM DARUD DA'WAH WAL-IRSYAD PAREPARE,S1,Pendidikan Agama Islam,3,86208,3,38
Sekolah Tinggi Ilmu Komunikasi,S1,Ilmu Komunikasi,4,70201,5,5
STIKES Persada Husada Indonesia,S1,Kesehatan Masyarakat,6,13201,7,7
STIKES Persada Husada Indonesia,D3,Keperawatan,4,14401,6,129
Akademi Farmasi Imam Bonjol,D3,Farmasi,8,48401,6,6
Sekolah Tinggi Ilmu Maritim Ami,D4,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,1,92301,2,2
Sekolah Tinggi Ilmu Maritim Ami,D3,Teknika,1,92402,1,1
Sekolah Tinggi Ilmu Maritim Ami,D3,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,2,92401,0,0
Sekolah Tinggi Ilmu Maritim Ami,D3,Nautika,0,92403,0,0
STAI Siliwangi Garut,S1,Pendidikan Islam Anak Usia Dini,1,86233,1,1
STAI Siliwangi Garut,S1,Perbankan Syariah,0,61206,0,0
STAI Siliwangi Garut,S1,Pendidikan Agama Islam,1,86208,0,0
Sekolah Tinggi Ilmu Ekonomi Satria Purwokerto,S1,Manajemen,5,61201,10,10
Sekolah Tinggi Ilmu Ekonomi Satria Purwokerto,D3,Akuntansi,5,62401,7,7
Politeknik Bisnis Mayasari,D4,Usaha Perjalanan Wisata,0,93304,0,0
Politeknik Bisnis Mayasari,D4,Akuntansi Lembaga Keuangan Syariah,2,62301,0,0
Politeknik Bisnis Mayasari,D4,Bisnis Digital,0,61316,0,0
Akademi Keperawatan Maranatha Groups,D3,Keperawatan,4,14401,0,0
Akademi Keperawatan Setih Setio,D3,Keperawatan,7,14401,8,8
Stikes Kusuma Bangsa,S1,Administrasi Rumah Sakit,2,13261,0,0
Stikes Kusuma Bangsa,S1,Farmasi,4,48201,0,0
Sekolah Tinggi Agama Islam Alif Laam Miim Surabaya,S1,Pendidikan Agama Islam,3,86208,1,1
Sekolah Tinggi Agama Islam Alif Laam Miim Surabaya,S1,Manajemen Pendidikan Islam,3,86231,0,0
Akademi Keperawatan Yappi Sragen,D3,Keperawatan,4,14401,4,4
STIU Al-Mujtama Pamekasan,S1,Ilmu Al-Qur`an dan Tafsir,7,76231,6,6
STAI Darul Falah Cililin Cihampelas Bandung Barat,S1,Pendidikan Guru Madrasah Ibtidaiyah,1,86232,2,22
STAI Darul Falah Cililin Cihampelas Bandung Barat,S1,Pendidikan Islam Anak Usia Dini,2,86236,2,2
STAI Darul Falah Cililin Cihampelas Bandung Barat,S1,Pendidikan Agama Islam,3,86208,0,0
STIE Bumi Persada Lhokseumawe,S1,Manajemen,6,61201,6,6
STIE Bumi Persada Lhokseumawe,S1,Akuntansi,3,62201,1,11
Akademi Kebidanan Budi Mulia Palembang,D3,Kebidanan,1,15401,2,2
STIT Sunan Giri Trenggalek,S1,Pendidikan Agama Islam,3,86208,4,4
STIT Sunan Giri Trenggalek,S1,Pendidikan Guru Madrasah Ibtidaiyah,1,86232,1,1
Institut Teknologi Minaesa,S1,Teknik Industri,5,26201,9,9
Institut Teknologi Minaesa,S1,Arsitektur,2,23201,3,3
Institut Teknologi Minaesa,S1,Teknik Elektro,2,20201,3,3
Institut Teknologi Minaesa,S1,Teknik Kelautan,1,38201,1,1
Institut Teknologi Minaesa,D3,Teknik Komputer,0,56401,0,0
Sekolah Tinggi Ilmu Ekonomi Harapan Duri,S1,Akuntansi,2,62201,1,1
Sekolah Tinggi Ilmu Ekonomi Harapan Duri,S1,Manajemen,1,61201,1,1
Akademi Keperawatan Bunda Delima,D3,Keperawatan,6,14401,5,5
AMIK Purnama Niaga,D3,Manajemen Informatika,4,57401,5,5
Akademi Sekretari Saint Theresia,D3,Sekretari,0,63412,0,0
Akademi Keperawatan Kesdam I/Bukit Barisan Padang,D3,Keperawatan,9,14401,12,12
Sekolah Tinggi Ilmu Kesehatan Artha Bodhi Iswara,D3,Kebidanan,3,15401,3,3
Sekolah Tinggi Ilmu Kesehatan Artha Bodhi Iswara,S1,Ilmu Keperawatan,2,14201,1,1
Sekolah Tinggi Ilmu Kesehatan Artha Bodhi Iswara,D3,Keperawatan,1,14401,1,1
Sekolah Tinggi Ilmu Kesehatan Artha Bodhi Iswara,Pro,Ners,0,14901,0,0
Sekolah Tinggi Ilmu Syariah Nurul Qarnain,S1,Hukum Ekonomi Syariah,8,74234,0,0
Sekolah Tinggi Ilmu Syariah Nurul Qarnain,S1,Hukum Keluarga Islam,5,74230,0,0
Akademi Kebidanan Konawe,D3,Kebidanan,10,15401,3,3
Akademi Televisi Indonesia,D3,Komunikasi Massa,6,70401,5,5
Akademi Sages,D3,Seni Kuliner,3,62405,0,0
Akademi Kebidanan Wira Buana,D3,Kebidanan,6,15401,2,2
Akademi Keperawatan Malahayati Medan,D3,Keperawatan,5,14401,9,9
Sekolah Tinggi Ilmu Ekonomi Artha Bodhi Iswara,S1,Manajemen,10,61201,4,4
Sekolah Tinggi Ilmu Ekonomi Artha Bodhi Iswara,S2,Manajemen,1,61101,1,1
Sekolah Tinggi Ilmu Ekonomi Artha Bodhi Iswara,D3,Keuangan Dan Perbankan,0,61406,0,0
Sekolah Tinggi Ilmu Ekonomi Artha Bodhi Iswara,S1,Akuntansi,0,62201,0,0
STIE Nagoya Indonesia,S1,Manajemen,8,61201,15,15
STIE Nagoya Indonesia,S1,Akuntansi,6,62201,2,2
Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama Al-Mahsuni,S1,Pendidikan Islam Anak Usia Dini,7,86207,7,54
Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama Al-Mahsuni,S1,Manajemen Pendidikan Islam,8,86231,6,6
Universitas Karyadarma Kupang,S1,Pendidikan Bahasa Dan Sastra Indonesia,2,88201,2,2
Universitas Karyadarma Kupang,S1,Pendidikan Guru Sekolah Dasar,2,86206,2,2
Universitas Karyadarma Kupang,S1,Teknik Informatika,3,55202,1,39
Universitas Karyadarma Kupang,S1,Ilmu Hukum,1,74201,1,1
Universitas Karyadarma Kupang,S1,Perencanaan Wilayah dan Kota,5,35201,1,1
Universitas Karyadarma Kupang,S1,Agribisnis,1,54201,0,0
Universitas Karyadarma Kupang,S1,Pendidikan Jasmani Kesehatan dan Rekreasi,2,85201,0,0
Universitas Karyadarma Kupang,S1,Pendidikan Guru Anak Usia Dini,2,86207,0,0
Universitas Karyadarma Kupang,S1,Agroteknologi,1,54211,0,0
Universitas Karyadarma Kupang,S1,Ilmu Pemerintahan,2,65201,0,0
Sekolah Tinggi Agama Islam Salahuddin,S1,Pendidikan Agama Islam,7,86208,3,3
Sekolah Tinggi Agama Islam Salahuddin,S1,Perbankan Syariah,3,61206,2,2
Sekolah Tinggi Agama Islam Salahuddin,D3,Perbankan Syari`ah,0,61406,0,0
Sekolah Tinggi Ilmu Tarbiyah Islamiyah Nusa Tenggara Barat,S1,Manajemen Pendidikan Islam,3,86231,2,2
STAI Nahdlatul Ulama (STAINU) Tasikmalaya,S1,Ahwal Al-Syakhshiyyah,1,74230,3,3
STAI Nahdlatul Ulama (STAINU) Tasikmalaya,S1,Manajemen Pendidikan Islam,1,86231,0,0
STAI Nahdlatul Ulama (STAINU) Tasikmalaya,S1,Komunikasi Penyiaran Islam,0,70233,0,0
Sekolah Tinggi Ilmu Ekonomi Bentara Persada Batam,S1,Manajemen,7,61201,8,8
Akademi Keperawatan Kesdam VI/Tanjung Pura,D3,Keperawatan,9,14401,4,4
Akademi Keperawatan Kesdam VI/Tanjung Pura,D4,Manajemen Informasi Kesehatan,4,13363,0,0
Politeknik Soca,D4,Musik,1,91321,1,81
Politeknik Soca,D4,Bisnis Industri Kreatif,0,26304,0,0
Politeknik Soca,D4,Sinematik,0,79303,0,0
STKIP Dampal Selatan,S1,Pendidikan Bahasa Inggris,2,88203,11,11
STKIP Dampal Selatan,S1,Pendidikan Matematika,2,84202,2,2
STKIP Dampal Selatan,S1,Pendidikan Pancasila dan Kewarganegaraan,2,87205,2,2
Sekolah Tinggi Agama Islam Al-Falah Banjarbaru,S1,Pendidikan Agama Islam,1,86208,1,1
Sekolah Tinggi Agama Islam Al-Falah Banjarbaru,S1,Pendidikan Guru Madrasah Ibtidaiyah,1,86232,1,1
Sekolah Tinggi Agama Islam Al-Falah Banjarbaru,S1,Hukum Keluarga Islam (Ahwal Syakhshiyyah),0,74230,0,0
STKIP Al Azhar Diniyyah Jambi,S1,Pendidikan Guru Pendidikan Anak Usia Dini,3,86207,23,23
STKIP Al Azhar Diniyyah Jambi,S1,Pendidikan Bahasa Inggris,4,88203,1,1
Akademi Pelayaran Nasional Surakarta,D3,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,8,92401,4,4
Akademi Pelayaran Nasional Surakarta,D3,Manajemen Logistik,3,63414,0,0
STMIK YMI Tegal,S1,Sistem Informasi,5,57201,2,2
STMIK YMI Tegal,S1,Teknik Informatika,5,55201,1,1
Sekolah Tinggi Teknologi Banten,S1,Teknik Informatika,3,55201,21,51
Sekolah Tinggi Teknologi Banten,S1,Teknik Elektro,1,20201,0,0
Sekolah Tinggi Teknologi Banten,S1,Teknik Mesin,1,21201,0,0
Sekolah Tinggi Teknologi Banten,S1,Teknik Industri,1,26201,0,0
STAI YAPTIP Simpang Empat Pasaman Barat,S1,Pendidikan Islam Anak Usia Dini,2,86236,2,2
STAI YAPTIP Simpang Empat Pasaman Barat,S1,Pendidikan Agama Islam,2,86208,2,2
STAI YAPTIP Simpang Empat Pasaman Barat,S1,Perbankan Syari`ah,2,61206,2,2
STAI YAPTIP Simpang Empat Pasaman Barat,S1,Manajemen Pendidikan Islam,1,86231,0,0
STIKES Darussalam Lhokseumawe,S1,Ilmu Keperawatan,3,14201,0,0
STIKES Darussalam Lhokseumawe,Pro,Ners,2,14901,0,0
STIKES Darussalam Lhokseumawe,D4,Kebidanan,0,15302,0,0
Sekolah Tinggi Ekonomi Islam Al Furqon Prabumulih Sumatera Selatan,S1,Ekonomi Syariah,6,60202,6,6
STPAK St. Yohanes Penginjil Ambon,S1,Pendidikan Keagamaan Katolik,5,86208,6,6
Sekolah Tinggi Ilmu Hukum Yayasan Pendidikan Merangin,S1,Hukum,8,74201,9,9
STAI Darul Arqam Muhammadiyah Garut,S1,Ekonomi Syari`ah,3,60202,2,2
STAI Darul Arqam Muhammadiyah Garut,S1,Pengembangan Masyarakat Islam,2,70231,2,2
STAI Darul Arqam Muhammadiyah Garut,S1,Studi Agama-Agama,1,76234,0,0
STAI Darul Arqam Muhammadiyah Garut,S1,Pendidikan Agama Islam,2,86208,0,0
STAI Darul Arqam Muhammadiyah Garut,S1,Pendidikan Guru Madrasah Ibtidaiyah,0,86232,0,0
STAI Ma`arif Kendal Ngawi,S1,Hukum Ekonomi Syariah (Mu'amalah),1,74234,1,1
STAI Ma`arif Kendal Ngawi,S1,Manajemen Pendidikan Islam,0,86274,0,0
STAI Ma`arif Kendal Ngawi,S1,Pendidikan Guru Madrasah Ibtidaiyah,3,86232,0,0
Sekolah Tinggi Teologi Ekklesia Pontianak,S1,Teologi (Akademik),1,77201,1,1
Sekolah Tinggi Teologi Ekklesia Pontianak,S2,Pendidikan Agama Kristen,0,86113,0,0
Sekolah Tinggi Teologi Ekklesia Pontianak,S1,Pendidikan Agama Kristen,2,86213,0,0
Sekolah Tinggi Teologi Sriwijaya,S1,Kependetaan,4,77201,3,3
Sekolah Tinggi Teologi Sriwijaya,S1,Pendidikan Agama Kristen,5,86208,1,1
Institut Kesehatan dan Bisnis St. Fatimah Mamuju,D3,Kebidanan,2,15401,20,20
Institut Kesehatan dan Bisnis St. Fatimah Mamuju,Pro,Ners,0,14901,0,0
Institut Kesehatan dan Bisnis St. Fatimah Mamuju,S1,Akuntansi,0,62201,0,0
Institut Kesehatan dan Bisnis St. Fatimah Mamuju,D3,Keperawatan,2,14401,0,0
