Affiliations,Level,Department,Authors,Code ,Score 3 Yr,Score Overall
Sekolah Tinggi Ekonomi dan Bisnis Islam Badri Mashduqi,S1,Manajemen Bisnis Syariah,3,61205,0,35
Akademi Kebidanan Dharma Husada Pekanbaru,D3,Kebidanan,3,15401,3,3
"STIT Darul Ulum Kotabaru, Kalimantan Selatan",S1,Pendidikan Agama Islam,8,86208,9,9
Sekolah Tinggi Ilmu Ekonomi Widya Manggalia,S1,Manajemen,6,61201,7,7
Sekolah Tinggi Ilmu Ekonomi Assholeh,S1,Akuntansi,4,62201,13,23
Sekolah Tinggi Ilmu Ekonomi Assholeh,S1,Manajemen,6,61201,5,5
Sekolah Tinggi Ilmu Ekonomi Assholeh,D3,Manajemen Perusahaan,3,61405,2,2
Sekolah Tinggi Filsafat Islam (STFI) Sadra Jakarta,S1,Ilmu Al-Qur`an dan Tafsir,2,76231,2,2
Sekolah Tinggi Filsafat Islam (STFI) Sadra Jakarta,S1,Aqidah dan Filsafat Islam,1,76132,0,0
Sekolah Tinggi Filsafat Islam (STFI) Sadra Jakarta,S2,Aqidah dan Filsafat Islam,1,76137,0,0
Politeknik Putra Bangsa Pontianak,D3,Komputerisasi Akuntansi,1,57402,1,1
Institut Studi Islam Muhammadiyah Pacitan,S1,Pendidikan Guru Madrasah Ibtidaiyah,2,86232,2,2
Institut Studi Islam Muhammadiyah Pacitan,S1,Pengembangan Masyarakat Islam,4,70231,2,2
Institut Studi Islam Muhammadiyah Pacitan,S1,Pendidikan Islam Anak Usia Dini,3,86233,1,1
Institut Studi Islam Muhammadiyah Pacitan,S1,Pendidikan Agama Islam,2,86208,1,1
Institut Studi Islam Muhammadiyah Pacitan,S1,Pendidikan Bahasa Arab,2,88204,1,1
Institut Studi Islam Muhammadiyah Pacitan,S1,Ekonomi Syariah,1,60202,0,0
Sekolah Tinggi Ilmu Kesehatan Istara Nusantara,S1,Ilmu Keperawatan,2,14201,4,4
Sekolah Tinggi Ilmu Kesehatan Istara Nusantara,S1,Kesehatan Masyarakat,1,13201,1,1
Sekolah Tinggi Ilmu Kesehatan Istara Nusantara,D3,Kebidanan,1,15401,1,1
Sekolah Tinggi Ilmu Kesehatan Istara Nusantara,Pro,Profersi Ners,0,14901,0,0
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kalianda,S1,Manajemen,7,61201,29,29
Akademi Pariwisata NHI Bandung,D3,Perhotelan,15,93402,12,12
ASMI Citra Nusantara,D3,Kesekretariatan,6,63412,22,22
ASMI Citra Nusantara,D3,Manajemen Bisnis,8,61405,2,82
STBA Haji Agus Salim,S1,Sastra Inggris,5,79202,33,57
STBA Haji Agus Salim,D3,Bahasa Jepang,2,79404,1,1
STIKES An Nasher Cirebon,S1,Farmasi,5,48201,45,45
STIKES An Nasher Cirebon,D3,Teknik Radiodiagnostik dan Radioterapi,3,11402,0,0
Sekolah Tinggi Pariwisata Riau,D4,Manajemen Pariwisata,3,93301,3,3
Sekolah Tinggi Pariwisata Riau,D4,Manajemen Perhotelan,1,93302,1,1
Akademi Analis Farmasi Dan Makanan Sunan Giri,D3,Analis Farmasi Dan Makanan,8,48402,4,4
Akademi Analis Farmasi Dan Makanan Sunan Giri,D3,Farmasi,7,48401,2,2
Politeknik Gajah Sakti,D3,Teknik Otomotif,1,21403,0,0
Politeknik Gajah Sakti,D3,Teknik Sipil,0,22401,0,0
Politeknik Gajah Sakti,D3,Teknik Mesin,0,21401,0,0
Politeknik Gajah Sakti,D3,Teknik Elektronika,0,20401,0,0
Sekolah Tinggi Teologi Berea Salatiga,S1,Teologi (Akademik),4,77201,2,2
"Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan, Sumatera Utara",S1,Hukum Ekonomi Syariah (Muamalah),4,74234,7,7
"Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan, Sumatera Utara",S1,Hukum Keluarga (Ahwal Syakhshiyah),2,74230,4,4
"Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan, Sumatera Utara",S1,Pendidikan Islam Anak Usia Dini,4,86236,4,4
"Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan, Sumatera Utara",S1,Manajemen Pendidikan Islam,2,86231,3,3
"Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan, Sumatera Utara",S1,Komunikasi dan Penyiaran Islam,1,70233,1,1
"Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan, Sumatera Utara",S1,Pendidikan Agama Islam,2,86208,1,1
STAI PERSIS Bandung,S1,Komunikasi dan Penyiaran Islam,3,70233,6,6
STAI PERSIS Bandung,S1,Pendidikan Islam Anak Usia Dini,3,86233,4,4
STAI PERSIS Bandung,S1,Ekonomi Syariah,1,60202,2,2
STAI PERSIS Bandung,S1,Pendidikan Agama Islam,0,86208,0,0
STAI PERSIS Bandung,S1,Ilmu Al-Qur'an dan Tafsir,2,76231,0,0
STISIP Setia Budhi,S1,Ilmu Pemerintahan,3,65201,42,42
STISIP Setia Budhi,S1,Ilmu Administrasi Negara,9,63201,42,42
STIKES Graha Edukasi,D4,Kebidanan,13,15302,8,48
STIKES Graha Edukasi,S1,Ilmu Keperawatan,2,14201,2,2
STIKES Graha Edukasi,Pro,Ners,6,14901,2,2
STIKES Graha Edukasi,D3,Kebidanan,4,15401,0,0
Sekolah Tinggi Bahasa Asing JIA,S1,Sastra Jepang,6,79204,8,8
Sekolah Tinggi Bahasa Asing JIA,D3,Bahasa Jepang,6,79404,7,7
Sekolah Tinggi Bahasa Asing JIA,S1,Sastra Inggris,6,79202,4,4
Sekolah Tinggi Bahasa Asing JIA,D3,Bahasa Inggris,6,79402,1,1
STMIK Tidore Mandiri,S1,Sistem Informasi,10,57201,38,48
STMIK Tidore Mandiri,D3,Manajemen Informatika,1,57401,1,1
STMIK Tidore Mandiri,D3,Komputerisasi Akuntansi,0,57402,0,0
STIA Bala Putra Dewa,D3,Administrasi,3,63401,11,11
STIA Bala Putra Dewa,S1,Ilmu Administrasi Negara,12,63201,7,57
STKIP Banten,S1,"Pendidikan Jasmani, Kesehatan & Rekreasi",2,85201,3,3
STKIP Banten,S1,Pendidikan Guru Pendidikan Anak Usia Dini,2,86207,1,1
STKIP Banten,S1,Pendidikan Guru Sekolah Dasar,2,86206,1,1
STKIP Banten,S1,Pendidikan Pancasila Dan Kewarganegaraan,2,87205,1,1
STKIP Banten,S1,Pendidikan Bahasa Inggris,6,88203,0,0
STKIP Banten,S1,Pendidikan Matematika,1,84202,0,0
Sekolah Tinggi Pertanian Kewirausahaan Banau,S1,Agroteknologi,10,54211,6,6
Sekolah Tinggi Pertanian Kewirausahaan Banau,S1,Agribisnis,6,54201,4,4
Politeknik Santo Thomas,D3,Manajemen Informatika,2,57401,44,44
Politeknik Santo Thomas,D3,Teknik Listrik,1,20403,1,1
Politeknik Santo Thomas,D3,Perawatan Dan Perbaikan Mesin,0,21408,0,0
Politeknik Santo Thomas,D3,Teknik Elektronika,0,20401,0,0
Sekolah Tinggi Ilmu Manajemen Budi Bakti,S1,Manajemen,8,61201,49,89
Sekolah Tinggi Ilmu Manajemen Budi Bakti,D3,Manajemen Pemasaran,1,61404,0,0
"STAI YPI Al-Ikhlas Painan, Pesisir Selatan, Sumatera Barat",S1,Pendidikan Agama Islam,2,86208,42,122
"STAI YPI Al-Ikhlas Painan, Pesisir Selatan, Sumatera Barat",S1,Pendidikan Islam Anak Usia Dini,0,86207,0,0
"STAI YPI Al-Ikhlas Painan, Pesisir Selatan, Sumatera Barat",S1,Pendidikan Bahasa Arab,0,88204,0,0
STIT Raden Wijaya Mojokerto,S1,Pendidikan Agama Islam,10,86208,9,9
Akademi Keuangan Dan Perbankan Borobudur,D3,Keuangan Dan Perbankan,2,61406,2,2
"STIT Raudhatul Ulum, Sakatiga Indralaya, Kota Palembang, Sumatera Selatan",S1,Pendidikan Agama Islam,2,86208,2,2
"STAI YAPNAS Jeneponto, Sulawesi Selatan",S1,Perbankan Syari`ah,1,61206,2,2
"STAI YAPNAS Jeneponto, Sulawesi Selatan",S1,Pendidikan Agama Islam,1,86208,0,0
"STAI YAPNAS Jeneponto, Sulawesi Selatan",S1,Hukum Keluarga (Ahwal Syakhshiyah),0,74230,0,0
Sekolah Tinggi Teologi Amanat Agung,S2,Teologi,4,77101,34,74
Sekolah Tinggi Teologi Amanat Agung,S1,Teologi,6,77201,5,5
Sekolah Tinggi Teologi Amanat Agung,S2,Divinitas,2,77103,2,2
Sekolah Tinggi Teologi Amanat Agung,S2,Ministri,0,77104,0,0
STAI Muhammadiyah Bandung,S1,Ekonomi Syariah,2,60206,2,2
STAI Muhammadiyah Bandung,S1,Hukum Keluarga Islam (Ahwal Al Syakhsiyyah),0,74230,0,0
STAI Muhammadiyah Bandung,S1,Pendidikan Agama Islam,0,86208,0,0
STAI Muhammadiyah Bandung,S1,Pendidikan Islam Anak Usia Dini (PIAUD),0,86233,0,0
STAI Muhammadiyah Bandung,S1,Komunikasi dan Penyiaran Islam,0,70233,0,0
Akademi Perniagaan dan Perusahaan APIPSU Medan,D3,Manajemen Perusahaan,6,61405,32,52
Akademi Kebidanan Puteri Andalas,D3,Kebidanan,1,15401,1,1
Sekolah Tinggi Ilmu Ekonomi STEMBI,S1,Akuntansi,5,62201,6,6
Sekolah Tinggi Ilmu Ekonomi STEMBI,S2,Manajemen Inovasi,3,93104,5,5
Sekolah Tinggi Ilmu Ekonomi STEMBI,S1,Manajemen,4,61201,3,3
Sekolah Tinggi Ilmu Ekonomi STEMBI,D3,Manajemen Perusahaan,0,61405,0,0
Sekolah Tinggi Ilmu Ekonomi STEMBI,D3,Akuntansi,0,62401,0,0
STIT Al-Ibrohimy Bangkalan,S1,Pendidikan Agama Islam,4,86208,4,4
STIT Al-Ibrohimy Bangkalan,S1,Pendidikan Islam Anak Usia Dini,4,86233,3,3
STIT Al-Ibrohimy Bangkalan,S1,Pendidikan Guru Madrasah Ibtidaiyah,4,86232,1,1
Akademi Fisioterapi Harapan Bangsa Banda Aceh,D3,Fisioterapi,6,11401,4,4
Akademi Keperawatan Manggala Husada,D3,Keperawatan,7,14401,30,129
Akademi Manajemen Informatika Dan Komputer Logika,D1,Manajemen Informatika,0,57601,0,0
Akademi Manajemen Informatika Dan Komputer Logika,D3,Manajemen Informatika,0,57401,0,0
Akademi Sekretari Dan Manajemen Persada Bunda,D3,Manajemen Perusahaan,0,61405,0,0
Akademi Sekretari Dan Manajemen Persada Bunda,D3,Sekretari,0,63412,0,0
Akademi Kebidanan Medica Bakti Nusantara,D3,Kebidanan,0,15401,0,0
Akademi Komunikasi Media Radio Dan TV Jakarta,D3,Hubungan Masyarakat,10,70401,36,36
STIT Muhammadiyah Bojonegoro,S1,Pendidikan Agama Islam,6,86208,6,6
STIT Muhammadiyah Bojonegoro,S1,Pendidikan Guru Madrasah Ibtidaiyah,3,86232,1,1
STIT Muhammadiyah Bojonegoro,S1,Pendidikan Islam Anak Usia Dini,2,86233,1,1
STIT Muhammadiyah Bojonegoro,S1,Pendidikan Bahasa Arab,0,88204,0,0
Politeknik Pelayaran Malahayati,D3,Permesinan Kapal,3,36402,6,16
Politeknik Pelayaran Malahayati,D3,Sistem Kelistrikan kapal,4,36404,2,2
Politeknik Pelayaran Malahayati,D3,Studi Nautika,2,92403,2,2
Universitas Moch Sroedji Jember,S1,Agroteknologi,5,54211,8,8
Universitas Moch Sroedji Jember,S1,Ekonomi Pembangunan,4,60201,6,6
Universitas Moch Sroedji Jember,S1,Bimbingan Dan Konseling,5,86201,4,4
Universitas Moch Sroedji Jember,S1,Ilmu Hukum,2,74201,0,0
Universitas Moch Sroedji Jember,S1,Manajemen,2,61201,0,0
Universitas Moch Sroedji Jember,S1,Ilmu Administrasi Negara,1,63201,0,0
Universitas Moch Sroedji Jember,S1,Teknik Sipil,0,22201,0,0
Sekolah Tinggi Perpajakan Indonesia,D4,Perpajakan,33,62302,20,64
Sekolah Tinggi Ilmu Syariah As Salafiyah Sumber Duko Pakong,S1,Hukum Ekonomi Syariah (Muamalah),5,74234,5,5
Sekolah Tinggi Ilmu Syariah As Salafiyah Sumber Duko Pakong,S1,Hukum Keluarga Islam (Ahwal Syakhshiyyah),5,74230,4,4
Akademi Keperawatan Rantepao,D3,Keperawatan,1,14401,12,12
Akademi Keperawatan Bina Insani Sakti,D3,Keperawatan,11,14401,14,14
Universitas Nani Bili Nusantara,S1,Manajemen,4,61201,5,25
Universitas Nani Bili Nusantara,S1,Ekonomi Pembangunan,4,60201,5,5
Universitas Nani Bili Nusantara,S1,Agroteknologi,4,54211,3,3
Universitas Nani Bili Nusantara,S1,Ilmu Pemerintahan,3,65201,3,3
Universitas Nani Bili Nusantara,S1,Pendidikan Guru Sekolah Dasar,4,86206,3,3
Universitas Nani Bili Nusantara,S1,Teknik Mesin,2,21201,1,1
Universitas Nani Bili Nusantara,S1,Teknik Sipil,1,22201,1,1
Universitas Nani Bili Nusantara,S1,Teknik Elektro,2,20201,1,1
Universitas Nani Bili Nusantara,S1,Teknik Informatika,1,55202,1,1
Universitas Nani Bili Nusantara,S1,Kewirausahaan,0,94202,0,0
Universitas Nani Bili Nusantara,D3,Administrasi Perkantoran,0,61401,0,0
Universitas Nani Bili Nusantara,S1,Agribisnis,2,54201,0,0
STEI LPPM Padalarang,S1,Ekonomi Syari`ah,1,60202,1,1
STEI LPPM Padalarang,S1,Perbankan Syariah,1,61206,0,0
Sekolah Tinggi Ilmu Perikanan Malang,S1,Budidaya Perairan,1,54243,0,0
Sekolah Tinggi Ilmu Kesehatan Merangin,S1,Ilmu Kesehatan Masyarakat,6,13201,10,10
Sekolah Tinggi Ilmu Kesehatan Merangin,D3,Kebidanan,5,15401,7,7
Sekolah Tinggi Ilmu Kesehatan Merangin,D3,Farmasi,1,48401,1,1
Sekolah Tinggi Ilmu Kesehatan Merangin,S1,Kebidanan,0,15201,0,0
Sekolah Tinggi Ilmu Kesehatan Merangin,Pro,Pendidikan Profesi Bidan,0,15901,0,0
AMIK Jabal Ghafur,D3,Manajemen Informatika,0,57401,0,0
Sekolah Tinggi Teknologi Pomosda,S1,Teknik Informatika,4,55201,5,5
Sekolah Tinggi Teknologi Pomosda,S1,Teknik Industri,3,26201,3,33
ASM Marsudirini Santa Maria,D3,Administrasi Perkantoran,12,61401,22,22
ASM Marsudirini Santa Maria,D3,Hubungan Masyarakat,5,70401,10,10
ASM Marsudirini Santa Maria,D3,Manajemen,4,614010,8,8
STIT Ibnu Sina Malang,S1,Pendidikan Agama Islam,6,86208,7,7
STIT Ibnu Sina Malang,S1,Pendidikan Bahasa Arab,6,88204,4,4
Akademi Kebidanan Paramata Raha,D3,Kebidanan,9,15401,24,24
STAI Al-Hamidiyah Bangkalan,S1,Pendidikan Agama Islam,10,86208,7,7
STISIP Trimasda Cilegon,S1,Ilmu Pemerintahan,2,65201,1,1
STISIP Trimasda Cilegon,S1,Administrasi Publik,0,63201,0,0
STISIP Trimasda Cilegon,S1,Sosiologi,0,69201,0,0
STIA Abdul Azis Kataloka,S1,Ilmu Administrasi Negara,9,63201,19,19
STIA Abdul Azis Kataloka,S1,Ilmu Administrasi Niaga,4,63211,7,7
Politeknik Geologi Dan Pertambangan Agp,D3,Teknik Geologi,1,34401,24,200
Politeknik Geologi Dan Pertambangan Agp,D3,Manajemen Informatika,1,57401,0,0
Politeknik Geologi Dan Pertambangan Agp,D3,Teknik Pertambangan Mineral,0,31401,0,0
Akademi Keperawatan Bina Insan Jakarta,D3,Keperawatan,7,14401,8,8
Sekolah Tinggi Ilmu Administrasi Madani,S1,Ilmu Administrasi Negara,4,63201,2,2
Sekolah Tinggi Ilmu Administrasi Madani,S1,Ilmu Administrasi Niaga,4,63211,0,0
Sekolah Tinggi Ilmu Ekonomi Stmy,S1,Manajemen,10,61201,6,6
Institut Teknologi dan Bisnis STIKOM Ambon,S1,Teknik Informatika,7,55201,4,4
Institut Teknologi dan Bisnis STIKOM Ambon,S1,Sistem Informasi,3,57201,3,3
Institut Teknologi dan Bisnis STIKOM Ambon,D3,Komputerisasi Akuntansi,1,57402,1,1
Institut Teknologi dan Bisnis STIKOM Ambon,D3,Manajemen Informatika,1,57401,1,1
Institut Teknologi dan Bisnis STIKOM Ambon,S1,Perencanaan Wilayah dan Kota,0,35201,0,0
Institut Teknologi dan Bisnis STIKOM Ambon,S1,Bisnis Digital,0,61209,0,0
Institut Teknologi dan Bisnis STIKOM Ambon,S1,Pariwisata,0,85205,0,0
Institut Teknologi dan Bisnis STIKOM Ambon,S1,Desain Komunikasi Visual,0,90241,0,0
STIT Muhammadiyah Tempurejo Ngawi,S1,Pendidikan Guru Madrasah Ibtidaiyah,4,86232,4,29
STIT Muhammadiyah Tempurejo Ngawi,S1,Pendidikan Agama Islam,5,86208,4,4
STIT Muhammadiyah Tempurejo Ngawi,S1,Pendidikan Islam Anak Usia Dini,3,86236,2,2
STIT Muhammadiyah Tempurejo Ngawi,S1,Manajemen Pendidikan Islam,1,86231,0,0
STAI Al-Musaddadiyah Garut,S1,Pendidikan Agama Islam,1,86208,2,2
STAI Al-Musaddadiyah Garut,S1,Hukum Keluarga Islam (Ahwal Syakhshiyyah),1,74230,2,2
STAI Al-Musaddadiyah Garut,S1,Hukum Ekonomi Syariah,0,74234,0,0
STAI Al-Musaddadiyah Garut,S1,Pendidikan Islam Anak Usia Dini,0,86233,0,0
STAI Al-Musaddadiyah Garut,S1,Manajemen Bisnis Syariah,1,61205,0,0
Akademi Teknik Elektro Medik,D3,Teknik Elektro Medik,7,20401,6,94
Politeknik Kesehatan Bhakti Pertiwi Husada,D3,Kebidanan,4,15401,4,4
Politeknik Kesehatan Bhakti Pertiwi Husada,Pro,Pendidikan Profesi Bidan,1,15901,1,1
Politeknik Kesehatan Bhakti Pertiwi Husada,D4,Kebidanan,0,15302,0,0
Politeknik Kesehatan Bhakti Pertiwi Husada,D4,Keselamatan dan Kesehatan Kerja,0,13341,0,0
Politeknik Kesehatan Bhakti Pertiwi Husada,D4,Manajemen Informasi Kesehatan,1,13363,0,0
Politeknik Kesehatan Bhakti Pertiwi Husada,D4,Teknologi Radiologi Pencitraan,0,11302,0,0
Politeknik Kesehatan Bhakti Pertiwi Husada,D4,Bidan Pendidik,0,15301,0,0
Sekolah Tinggi Teologi Happy Family,S2,Teologi,1,77101,1,1
Sekolah Tinggi Teologi Happy Family,S1,Teologi (Akademik),1,77201,0,0
Sekolah Tinggi Teologi Happy Family,S3,Teologi,0,77002,0,0
Sekolah Tinggi Teologi Happy Family,S1,Pendidikan Agama Kristen,1,86213,0,0
Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan,S1,Manajemen,5,61201,7,7
Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan,S1,Akuntansi,1,62201,1,1
Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan,S2,Manajemen,3,61101,0,0
Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan,D3,Akuntansi,1,62401,0,0
Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan,D3,Manajemen Perusahaan,0,61405,0,0
Akademi Maritim Djadajat,D3,Teknika,9,92402,6,6
Akademi Maritim Djadajat,D3,Nautika,4,92403,0,0
Akademi Kebidanan Dharma Praja Bondowoso,D3,Kebidanan,7,15401,42,107
STIE Jakarta International College,S1,Manajemen,4,61201,6,6
STIE Jakarta International College,S1,Akuntansi,4,62201,3,23
STIPAR Ende,S1,Pendidikan Keagamaan Katolik,16,86208,31,61
STIH Indonesia Jentera,S1,Ilmu Hukum,7,74201,3,3
Sekolah Tinggi Ilmu Kesehatan Dona Palembang,D3,Rekam Medik dan Informasi Kesehatan,8,13462,6,6
Sekolah Tinggi Ilmu Kesehatan Dona Palembang,S1,Administrasi Rumah Sakit,0,13261,0,0
STIE YBPK Palangka Raya,S1,Akuntansi,3,62201,2,2
STIE YBPK Palangka Raya,D3,Akuntansi,2,62401,1,1
Sekolah Tinggi Agama Buddha Nalanda,S1,Ilmu Komunikasi Buddha,5,70201,15,15
Sekolah Tinggi Agama Buddha Nalanda,S1,Pendidikan Keagamaan Buddha,1,86215,2,2
Sekolah Tinggi Agama Buddha Nalanda,S1,Dharma Usada,4,13201,1,1
Sekolah Tinggi Agama Buddha Nalanda,S1,Pendidikan Buddha Anak Usia Dini,4,86234,0,0
Sekolah Tinggi Agama Buddha Nalanda,S1,Bisnis dan Manajemen Buddha,1,86221,0,0
Sekolah Tinggi Agama Buddha Nalanda,S2,Pendidikan Keagamaan Buddha,1,86115,0,0
Politeknik Nusantara Makassar,D3,Manajemen Logistik,5,63414,5,5
Politeknik Nusantara Makassar,D4,Agribisnis Perikanan,4,54335,4,4
Politeknik Nusantara Makassar,D4,Keamanan Sistem Informasi,0,57302,0,0
Institut Kesehatan Indonesia,S1,Kesehatan Lingkungan,3,13251,8,48
Institut Kesehatan Indonesia,S1,Farmasi,1,48201,0,0
Institut Kesehatan Indonesia,S1,Psikologi,0,73201,0,0
Institut Kesehatan Indonesia,S1,Administrasi Rumah Sakit,0,13261,0,0
Institut Kesehatan Indonesia,S1,Ilmu Gizi,0,13211,0,0
Institut Kesehatan Indonesia,S1,Kesehatan Masyarkat,3,13201,0,0
Akademi Kebidanan Internasional Pekanbaru,D3,Kebidanan,6,15401,6,6
Akademi Keperawatan Krida Husada,D3,Keperawatan,1,14401,1,1
Sekolah Tinggi Ilmu Pariwisata Manado,D4,Usaha Perjalanan Wisata,2,93301,41,41
Sekolah Tinggi Ilmu Pariwisata Manado,D4,Perhotelan,0,93302,0,0
Politeknik Bhakti Kartini,D3,Manajemen Logistik,2,63414,10,50
Politeknik Bhakti Kartini,D4,Teknologi Rekayasa Multimedia,5,90346,0,41
Politeknik Bhakti Kartini,D3,Administrasi Rumah Sakit,1,13461,0,0
Politeknik Bhakti Kartini,D3,Farmasi,2,48401,0,0
STMIK Multicom Bolaan Mongondow,S1,Teknik Informatika,1,55201,1,1
STMIK Multicom Bolaan Mongondow,S1,Sistem Informasi,2,57201,1,1
STT Tabernakel Indonesia Surabaya,S2,Teologi (Akademik),5,77101,4,4
STT Tabernakel Indonesia Surabaya,S1,Teologi (Akademik),4,77201,1,1
STT Tabernakel Indonesia Surabaya,S1,Pendidikan Agama Kristen,3,86213,0,0
STAI Barumun Raya Sibuhan,S1,Pendidikan Guru Madrasah Ibtidaiyah (PGMI),1,86232,2,2
STAI Barumun Raya Sibuhan,S1,Pendidikan Islam Anak Usia Dini (PIAUD),2,86233,2,2
STAI Barumun Raya Sibuhan,S1,Ahwal Al-Syakhshiyyah,3,74230,1,1
STAI Barumun Raya Sibuhan,S1,Perbankan Syariah,0,61206,0,0
Sekolah Tinggi Ilmu Administrasi Cimahi,S1,Ilmu Administrasi Negara,4,63201,4,4
Sekolah Tinggi Ilmu Administrasi Cimahi,S1,Ilmu Administrasi Niaga,0,63211,0,0
"STIT Ibnu Khaldun Nunukan, Kalimantan Timur",S1,Pendidikan Agama Islam,1,86208,41,56
Sekolah Tinggi Agama Kristen Terpadu Pesat Salatiga,S1,Teologi (Akademik),0,77201,0,0
Sekolah Tinggi Agama Kristen Terpadu Pesat Salatiga,S1,Pendidikan Agama Kristen,4,86213,0,0
Akademi Perekam Medis Dan Infokes Bhumi Husada,D3,Rekam Medik Dan Informasi Kesehatan,5,13462,23,103
STIKES Raflesia,S1,Ilmu Kesehatan Masyarakat,3,13201,2,2
STIKES Raflesia,D3,Keperawatan,1,14401,1,1
AMIK Depati Parbo Kerinci,D3,Manajemen Informatika,10,57401,8,8
Sekolah Tinggi Ilmu Ekonomi Mulia Darma Pratama,S1,Akuntansi,5,62201,7,7
Sekolah Tinggi Ilmu Ekonomi Mulia Darma Pratama,S1,Manajemen,5,61201,6,6
Politeknik Muhammadiyah Tegal,D3,Akuntansi,5,62401,3,3
Politeknik Muhammadiyah Tegal,D3,Desain Produk,4,90431,2,2
Politeknik Muhammadiyah Tegal,D3,Teknik Elektro,5,20401,1,1
Politeknik Muhammadiyah Tegal,D3,Kebidanan,0,15401,0,0
STIS Al-Ittihad Bima Yayasan Pendidikan Al-Itihad Bima NTB,S1,Hukum Ekonomi Syari`ah (Mu`amalah),3,74234,4,4
STIS Al-Ittihad Bima Yayasan Pendidikan Al-Itihad Bima NTB,S1,Hukum Keluarga (Ahwal Syakhshiyah),3,74230,2,2
Akademi Keperawatan Bethesda Serukam,D3,Keperawatan,8,14401,1,1
Akademi Kebidanan La Tansa Mashiro,D3,Kebidanan,3,15401,3,3
STAI Ali bin Abi Thalib Surabaya,S1,Pendidikan Bahasa Arab,13,88204,14,14
STAI Persis Garut,S1,Pendidikan Agama Islam,5,86208,9,9
STAI Persis Garut,S1,Ilmu Hadits,4,76231,6,6
STAI Persis Garut,S1,Ilmu Alquran dan Tafsir,2,76235,2,2
STAI Persis Garut,S1,Ekonomi Syariah,1,60206,2,2
STAI Persis Garut,S1,Bimbingan dan Konseling Pendidikan Islam,1,70232,2,2
STAI Persis Garut,S1,Pendidikan Guru Madrasah Ibtidaiyah,1,86232,0,0
STAI Persis Garut,S1,Manajemen Keuangan Syariah,0,61211,0,0
Politeknik API Yogyakarta,D3,Perpajakan,5,62402,7,7
Politeknik API Yogyakarta,D3,Perhotelan,4,93402,6,6
Politeknik API Yogyakarta,D3,Bina Wisata,6,93401,6,6
Politeknik API Yogyakarta,D4,Akuntansi Perpajakan,3,62302,2,2
Akademi Farmasi YPPM Mandiri,D3,Farmasi,6,48401,5,55
Sekolah Tinggi Ilmu Tarbiyah Muhammadiyah Banjar,S1,Pendidikan Agama Islam,2,86208,1,1
STIS Al-Hilal Sigli Kab. Pidie,S1,Hukum Ekonomi Syari`ah (Mu`amalah),6,74234,8,8
STIS Al-Hilal Sigli Kab. Pidie,S1,Hukum Keluarga Islam (Ahwal Syakhshiyyah),6,74230,7,7
STIS Al-Hilal Sigli Kab. Pidie,S1,Hukum Pidana Islam (Jinayah),4,74231,3,3
STIPAS Keuskupan Agung Kupang,S1,Pendidikan dan Pengajaran Agama Katolik,4,86208,6,6
STAI Ma`arif Kalirejo Lampung Tengah,S1,Manajemen Pendidikan Islam,2,86231,1,1
STAI Ma`arif Kalirejo Lampung Tengah,S1,Perbankan Syariah,1,61206,0,0
STAI Ma`arif Kalirejo Lampung Tengah,S1,Pendidikan Agama Islam,0,86208,0,0
Akademi Keperawatan Yatna Yuana Lebak,D3,Keperawatan,3,14401,23,43
Akademi Kebidanan Andi Makkasau,D3,Kebidanan,6,15401,28,28
Sekolah Tinggi Ilmu Tarbiyah Buntet Pesantren Cirebon Jawa Barat,S1,Bimbingan Dan Konseling Pendidikan Islam,4,86201,12,12
Sekolah Tinggi Ilmu Tarbiyah Buntet Pesantren Cirebon Jawa Barat,S1,Manajemen Pendidikan Islam,5,86231,4,4
Akademi Analis Kesehatan Pekalongan,D3,Analis Kesehatan,7,13453,23,23
Sekolah Tinggi Media Komunikasi Trisakti,S1,Desain Komunikasi Visual,5,90241,6,6
Sekolah Tinggi Media Komunikasi Trisakti,D4,Teknologi Grafika,2,90344,4,4
Sekolah Tinggi Ilmu Ekonomi Dharma Bumi Putra,S1,Manajemen,2,61201,3,3
Sekolah Tinggi Ilmu Ekonomi Dharma Bumi Putra,S1,Akuntansi,1,62201,2,2
Sekolah Tinggi Ilmu Ekonomi Dharma Bumi Putra,S2,Manajemen,0,61101,0,0
Institut Seni Budaya Indonesia Tanah Papua,S1,Seni Tari,2,88212,1,1
Institut Seni Budaya Indonesia Tanah Papua,S1,Kriya Seni,1,90211,0,0
Institut Seni Budaya Indonesia Tanah Papua,S1,Seni Musik,0,91221,0,0
Institut Seni Budaya Indonesia Tanah Papua,S1,Desain Komunikasi Visual,1,90241,0,0
Institut Seni Budaya Indonesia Tanah Papua,S1,Seni Rupa Murni,1,88210,0,0
